,data,30,60,90,180,360,1800,3600,10800
855,2019-06-06,0.41,0.69,1.55,2.43,4.43,3.0,3.5,4.89
856,2019-06-07,0.41,3.84,3.66,3.51,3.26,3.0,3.59,5.02
857,2019-06-08,0.41,3.84,3.66,3.51,3.26,3.0,3.59,5.02
858,2019-06-09,0.41,3.84,3.66,3.51,3.26,3.0,3.59,5.02
859,2019-06-10,-2.53,0.36,3.66,3.51,2.64,2.99,3.51,5.02
860,2019-06-11,13.11,0.36,6.48,3.51,3.95,3.3,3.71,5.06
861,2019-06-12,7.93,0.36,4.75,4.01,3.95,3.2,3.66,5.1
862,2019-06-13,7.93,1.32,1.98,2.59,3.95,2.97,3.48,5.0
863,2019-06-14,-3.01,0.15,1.98,2.59,3.95,2.89,3.36,5.0
864,2019-06-15,-3.01,0.15,1.98,2.59,3.95,2.89,3.36,5.0
865,2019-06-16,-3.01,0.15,1.98,2.59,3.95,2.89,3.36,5.0
866,2019-06-17,-3.01,0.15,1.98,2.59,3.95,2.89,3.36,5.0
867,2019-06-18,12.9,0.15,6.39,2.59,3.81,3.12,3.47,4.73
868,2019-06-19,8.55,0.15,4.86,3.93,3.81,2.93,3.4,4.76
869,2019-06-20,8.55,0.15,4.86,3.93,3.81,2.93,3.4,4.76
870,2019-06-21,8.55,9.84,7.58,5.29,3.94,2.93,3.44,4.8
871,2019-06-22,8.55,9.84,7.58,5.29,3.94,2.93,3.44,4.8
872,2019-06-23,8.55,9.84,7.58,5.29,3.94,2.93,3.44,4.8
873,2019-06-24,3.06,3.06,7.58,5.29,2.7,2.72,3.21,4.8
874,2019-06-25,-3.67,3.06,0.68,5.29,2.05,2.54,3.12,4.39
875,2019-06-26,-3.29,3.06,0.75,1.75,2.05,2.54,3.15,4.54
876,2019-06-27,-3.29,4.44,3.9,3.27,2.05,2.68,3.18,4.46
877,2019-06-28,-3.29,7.28,5.75,3.27,3.19,2.68,3.22,4.38
878,2019-06-29,-3.29,7.28,5.75,3.27,3.19,2.68,3.22,4.38
879,2019-06-30,-3.29,7.28,5.75,3.27,3.19,2.68,3.22,4.38
880,2019-07-01,2.27,2.4,5.75,3.27,2.42,2.67,3.21,4.38
881,2019-07-02,-4.73,2.4,0.17,3.27,1.96,2.61,3.25,4.68
882,2019-07-03,11.15,2.4,5.51,4.15,1.96,2.94,3.47,4.84
883,2019-07-04,11.15,11.81,8.82,5.82,1.96,3.15,3.6,4.77
884,2019-07-05,11.15,-0.58,0.55,5.82,2.11,3.15,3.4,4.76
885,2019-07-06,11.15,-0.58,0.55,5.82,2.11,3.15,3.4,4.76
886,2019-07-07,11.15,-0.58,0.55,5.82,2.11,3.15,3.4,4.76
887,2019-07-08,8.43,5.7,0.55,5.82,3.14,2.9,3.43,4.76
888,2019-07-09,8.43,5.7,0.55,5.82,3.14,2.9,3.43,4.76
889,2019-07-10,12.78,5.7,6.1,4.38,3.14,2.92,3.39,4.61
890,2019-07-11,12.78,5.66,4.7,3.67,3.14,2.9,3.42,4.78
891,2019-07-12,12.78,4.75,4.06,3.31,2.81,2.9,3.29,4.49
892,2019-07-13,12.78,4.75,4.06,3.31,2.81,2.9,3.29,4.49
893,2019-07-14,12.78,4.75,4.06,3.31,2.81,2.9,3.29,4.49
894,2019-07-15,-0.26,1.24,4.06,3.31,2.17,2.59,3.14,4.49
895,2019-07-16,-2.39,1.24,0.92,3.31,2.04,2.6,3.14,4.41
896,2019-07-17,4.05,1.24,3.1,2.82,2.04,2.69,3.19,4.46
897,2019-07-18,4.05,8.13,6.32,4.42,2.04,2.77,3.21,4.37
898,2019-07-19,4.05,3.4,3.17,2.86,2.56,2.77,3.09,4.33
899,2019-07-20,4.05,3.4,3.17,2.86,2.56,2.77,3.09,4.33
900,2019-07-21,4.05,3.4,3.17,2.86,2.56,2.77,3.09,4.33
901,2019-07-22,5.36,4.11,3.17,2.86,2.65,2.61,3.09,4.33
902,2019-07-23,-6.4,4.11,-0.4,2.86,1.62,2.36,2.96,4.28
903,2019-07-24,1.5,4.11,2.21,2.31,1.62,2.43,2.98,4.18
904,2019-07-25,1.5,-0.49,0.54,1.49,1.62,2.34,2.86,4.14
905,2019-07-26,1.5,5.47,4.51,3.5,2.85,2.34,3.01,4.1
906,2019-07-27,1.5,5.47,4.51,3.5,2.85,2.34,3.01,4.1
907,2019-07-28,1.5,5.47,4.51,3.5,2.85,2.34,3.01,4.1
908,2019-07-29,0.32,1.57,4.51,3.5,2.34,2.47,2.92,4.1
909,2019-07-30,4.04,1.57,3.17,3.5,2.74,2.58,2.97,4.17
910,2019-07-31,-0.95,1.57,1.3,2.02,2.74,2.47,2.94,4.13
911,2019-08-01,-0.95,-9.35,-5.32,-1.35,2.74,2.0,2.62,3.83
912,2019-08-02,-0.95,-5.59,-2.79,-0.09,1.17,2.0,2.67,3.9
913,2019-08-03,-0.95,-5.59,-2.79,-0.09,1.17,2.0,2.67,3.9
914,2019-08-04,-0.95,-5.59,-2.79,-0.09,1.17,2.0,2.67,3.9
915,2019-08-05,-22.67,-9.89,-2.79,-0.09,0.32,1.8,2.43,3.9
916,2019-08-06,-3.32,-9.89,0.77,-0.09,2.0,2.18,2.62,3.9
917,2019-08-07,-1.16,-9.89,1.49,2.0,2.0,2.18,2.61,3.9
918,2019-08-08,-1.16,11.98,8.95,5.73,2.0,2.58,2.84,3.86
919,2019-08-09,-1.16,2.55,2.67,2.57,2.34,2.58,2.65,3.74
920,2019-08-10,-1.16,2.55,2.67,2.57,2.34,2.58,2.65,3.74
921,2019-08-11,-1.16,2.55,2.67,2.57,2.34,2.58,2.65,3.74
922,2019-08-12,-10.65,-3.83,2.67,2.57,1.25,1.96,2.46,3.74
923,2019-08-13,14.21,-3.83,6.73,2.57,3.5,2.52,2.79,3.79
924,2019-08-14,-16.16,-3.83,-3.43,-0.39,3.5,1.89,2.38,3.5
925,2019-08-15,-16.16,5.15,4.38,3.44,3.5,2.21,2.5,3.54
926,2019-08-16,-16.16,5.85,4.84,3.64,2.87,2.21,2.47,3.49
927,2019-08-17,-16.16,5.85,4.84,3.64,2.87,2.21,2.47,3.49
928,2019-08-18,-16.16,5.85,4.84,3.64,2.87,2.21,2.47,3.49
929,2019-08-19,-18.33,-7.7,4.84,3.64,0.6,1.77,2.25,3.49
930,2019-08-20,-0.9,-7.7,1.48,3.64,2.08,2.09,2.44,3.57
931,2019-08-21,8.16,-7.7,4.53,3.55,2.08,2.3,2.57,3.62
932,2019-08-22,8.16,-3.28,-1.3,0.63,2.08,2.07,2.54,3.6
933,2019-08-23,8.16,-7.27,-3.95,-0.7,0.77,2.07,2.4,3.65
934,2019-08-24,8.16,-7.27,-3.95,-0.7,0.77,2.07,2.4,3.65
935,2019-08-25,8.16,-7.27,-3.95,-0.7,0.77,2.07,2.4,3.65
936,2019-08-26,-15.2,-6.11,-3.95,-0.7,0.98,1.95,2.43,3.65
937,2019-08-27,0.81,-6.11,2.01,-0.7,2.22,2.13,2.5,3.53
938,2019-08-28,2.2,-6.11,2.44,-0.7,2.22,2.15,2.51,3.54
939,2019-08-29,2.2,2.6,2.57,-0.7,2.22,2.18,2.57,3.62
940,2019-08-30,2.2,9.3,7.05,4.76,3.51,2.18,2.65,3.6
941,2019-08-31,2.2,9.3,7.05,4.76,3.51,2.18,2.65,3.6
942,2019-09-01,2.2,9.3,7.05,4.76,3.51,2.18,2.65,3.6
943,2019-09-02,-8.39,-2.74,7.05,4.76,1.45,1.96,2.39,3.6
944,2019-09-03,-2.76,-2.74,0.79,4.76,1.88,2.0,2.4,3.4
945,2019-09-04,22.28,-2.74,9.21,5.84,1.88,2.44,2.67,3.63
946,2019-09-05,22.28,7.17,5.68,4.08,1.88,2.32,2.63,3.69
947,2019-09-06,22.28,4.78,4.1,3.3,2.76,2.32,2.63,3.69
948,2019-09-07,22.28,4.78,4.1,3.3,2.76,2.32,2.63,3.69
949,2019-09-08,22.28,4.78,4.1,3.3,2.76,2.32,2.63,3.69
950,2019-09-09,-6.27,-1.6,4.1,3.3,1.67,2.12,2.56,3.69
951,2019-09-10,-2.41,-1.6,1.08,3.3,2.06,2.31,2.71,3.8
952,2019-09-11,15.93,-1.6,7.22,4.88,2.06,2.63,2.9,3.93
953,2019-09-12,15.93,3.9,3.56,3.05,2.06,2.49,2.86,4.0
954,2019-09-13,15.93,-2.01,-0.36,1.1,2.06,2.49,2.84,3.99
955,2019-09-14,15.93,-2.01,-0.36,1.1,2.06,2.49,2.84,3.99
956,2019-09-15,15.93,-2.01,-0.36,1.1,2.06,2.49,2.84,3.99
957,2019-09-16,-5.06,-2.01,-0.36,1.1,1.9,2.33,2.81,3.99
958,2019-09-17,5.53,-2.01,3.83,1.1,2.83,2.55,2.95,4.12
959,2019-09-18,3.31,-2.01,3.08,2.85,2.83,2.54,2.97,4.15
960,2019-09-19,3.31,-4.63,-2.01,0.3,2.83,2.26,2.81,4.07
961,2019-09-20,3.31,0.22,1.23,1.91,2.15,2.26,2.93,4.22
962,2019-09-21,3.31,0.22,1.23,1.91,2.15,2.26,2.93,4.22
963,2019-09-22,3.31,0.22,1.23,1.91,2.15,2.26,2.93,4.22
964,2019-09-23,2.66,2.85,1.23,1.91,2.55,2.49,2.97,4.22
965,2019-09-24,4.58,2.85,3.52,1.91,2.72,2.54,3.05,4.14
966,2019-09-25,7.69,2.85,4.57,3.53,2.72,2.67,3.18,4.31
967,2019-09-26,7.69,5.9,4.57,3.73,2.72,2.66,3.07,4.31
968,2019-09-27,7.69,1.51,2.01,2.23,2.23,2.66,3.05,4.26
969,2019-09-28,7.69,1.51,2.01,2.23,2.23,2.66,3.05,4.26
970,2019-09-29,7.69,1.51,2.01,2.23,2.23,2.66,3.05,4.26
971,2019-09-30,5.45,4.33,2.01,2.23,2.68,2.56,3.08,4.26
972,2019-10-01,4.0,4.33,3.19,2.23,2.51,2.55,3.19,4.45
973,2019-10-02,12.19,4.33,5.89,4.13,2.51,2.66,3.26,4.53
974,2019-10-03,12.19,13.35,5.89,6.1,2.51,2.83,3.31,4.48
975,2019-10-04,12.19,8.41,6.55,4.46,3.32,2.83,3.21,4.36
976,2019-10-05,12.19,8.41,6.55,4.46,3.32,2.83,3.21,4.36
977,2019-10-06,12.19,8.41,6.55,4.46,3.32,2.83,3.21,4.36
978,2019-10-07,-7.34,-2.27,6.55,4.46,1.57,2.34,3.03,4.36
979,2019-10-08,-1.45,-2.27,1.31,4.46,2.09,2.42,3.01,4.21
980,2019-10-09,0.53,-2.27,2.01,2.28,2.09,2.46,3.06,4.26
981,2019-10-10,0.53,-1.9,-0.33,1.1,2.09,2.36,3.01,4.21
982,2019-10-11,0.53,5.79,4.83,3.74,3.1,2.36,3.32,4.49
983,2019-10-12,0.53,5.79,4.83,3.74,3.1,2.36,3.32,4.49
984,2019-10-13,0.53,5.79,4.83,3.74,3.1,2.36,3.32,4.49
985,2019-10-14,-4.46,-0.77,4.83,3.74,1.95,2.56,3.2,4.49
986,2019-10-15,-6.68,-0.77,-0.42,3.74,1.76,2.57,3.25,4.65
987,2019-10-16,-6.68,-0.77,1.62,2.1,1.76,2.72,3.32,4.75
988,2019-10-17,-6.68,4.03,3.62,3.1,1.76,2.82,3.38,4.7
989,2019-10-18,-6.68,7.51,5.93,4.24,1.76,2.82,3.45,4.8
990,2019-10-19,-6.68,7.51,5.93,4.24,1.76,2.82,3.45,4.8
991,2019-10-20,-6.68,7.51,5.93,4.24,1.76,2.82,3.45,4.8
992,2019-10-21,3.07,3.05,5.93,4.24,2.51,2.73,3.34,4.8
993,2019-10-22,19.88,3.05,8.44,4.24,3.9,2.98,3.45,4.68
994,2019-10-23,18.27,3.05,7.86,5.17,3.9,2.9,3.46,4.69
995,2019-10-24,18.27,8.39,6.45,5.17,3.9,2.82,3.38,4.58
996,2019-10-25,18.27,3.23,2.99,2.7,2.51,2.82,3.28,4.57
997,2019-10-26,18.27,3.23,2.99,2.7,2.51,2.82,3.28,4.57
998,2019-10-27,18.27,3.23,2.99,2.7,2.51,2.82,3.28,4.57
999,2019-10-28,-3.53,3.23,0.42,2.7,1.83,2.48,3.23,4.5
1000,2019-10-29,-3.53,3.23,0.42,2.7,1.83,2.48,3.23,4.5
1001,2019-10-30,-1.5,3.23,1.14,1.75,1.83,2.59,3.23,4.76
1002,2019-10-31,-1.5,2.13,2.24,2.28,1.83,2.61,3.31,4.61
1003,2019-11-01,-1.5,4.19,3.62,2.97,2.63,2.61,3.35,4.67
1004,2019-11-02,-1.5,4.19,3.62,2.97,2.63,2.61,3.35,4.67
1005,2019-11-03,-1.5,4.19,3.62,2.97,2.63,2.61,3.35,4.67
1006,2019-11-04,-6.39,-1.91,3.62,2.97,1.65,2.53,3.31,4.67
1007,2019-11-05,4.27,-1.91,3.09,2.97,2.56,2.77,3.46,4.82
1008,2019-11-06,-19.32,-1.91,-4.72,-1.17,2.56,2.35,3.2,4.58
1009,2019-11-07,-19.32,-5.06,-2.4,0.04,2.56,2.55,3.34,4.78
1010,2019-11-08,-19.32,-5.26,-2.52,0.03,2.56,2.55,3.38,4.84
1011,2019-11-09,-19.32,-5.26,-2.52,0.03,2.56,2.55,3.38,4.84
1012,2019-11-10,-19.32,-5.26,-2.52,0.03,2.56,2.55,3.38,4.84
1013,2019-11-11,2.0,2.34,-2.52,0.03,2.66,2.82,3.5,4.84
1014,2019-11-12,0.31,2.34,1.92,0.03,2.5,2.76,3.45,4.81
1015,2019-11-13,0.21,2.34,1.89,2.28,2.5,2.72,3.42,4.77
1016,2019-11-14,0.21,0.82,1.55,2.09,2.5,2.63,3.33,4.64
1017,2019-11-15,0.21,0.82,1.55,2.09,2.5,2.63,3.33,4.64
1018,2019-11-16,0.21,0.82,1.55,2.09,2.5,2.63,3.33,4.64
1019,2019-11-17,0.21,0.82,1.55,2.09,2.5,2.63,3.33,4.64
1020,2019-11-18,-0.93,0.89,1.55,2.09,2.27,2.66,3.4,4.64
1021,2019-11-19,-1.46,0.89,1.29,2.09,2.2,2.67,3.39,4.84
1022,2019-11-20,-1.46,0.89,1.29,2.09,2.2,2.67,3.39,4.84
1023,2019-11-21,-1.46,4.37,3.9,3.24,2.84,2.67,3.48,4.84
1024,2019-11-22,-1.46,4.37,3.9,3.24,2.84,2.67,3.48,4.84
1025,2019-11-23,-1.46,4.37,3.9,3.24,2.84,2.67,3.48,4.84
1026,2019-11-24,-1.46,4.37,3.9,3.24,2.84,2.67,3.48,4.84
1027,2019-11-25,-1.46,-1.21,3.9,3.24,1.91,2.61,3.36,4.84
1028,2019-11-26,-8.2,-1.21,3.9,3.24,1.68,2.52,3.3,4.73
1029,2019-11-27,3.41,-1.21,3.9,2.79,1.68,2.75,3.45,4.8
1030,2019-11-28,3.41,8.73,6.74,4.71,1.68,2.97,3.54,4.92
1031,2019-11-29,3.41,5.41,4.53,3.58,3.09,2.97,3.46,4.81
1032,2019-11-30,3.41,5.41,4.53,3.58,3.09,2.97,3.46,4.81
1033,2019-12-01,3.41,5.41,4.53,3.58,3.09,2.97,3.46,4.81
1034,2019-12-02,3.41,3.99,4.53,3.58,2.85,2.82,3.45,4.81
1035,2019-12-03,8.79,3.99,4.71,3.58,3.14,2.78,3.43,4.64
1036,2019-12-04,4.11,3.99,3.14,2.87,3.14,2.74,3.43,4.69
1037,2019-12-05,4.11,3.97,3.55,3.05,3.14,2.77,3.35,4.66
1038,2019-12-06,4.11,12.08,8.97,5.76,4.14,2.77,3.5,4.74
1039,2019-12-07,4.11,12.08,8.97,5.76,4.14,2.77,3.5,4.74
1040,2019-12-08,4.11,12.08,8.97,5.76,4.14,2.77,3.5,4.74
1041,2019-12-09,15.09,9.06,8.97,5.76,3.6,2.91,3.45,4.74
1042,2019-12-10,4.78,9.06,3.36,5.76,2.69,2.63,3.23,4.49
1043,2019-12-11,6.63,9.06,3.99,3.2,2.69,2.64,3.25,4.52
1044,2019-12-12,6.63,5.3,4.4,3.42,2.69,2.64,3.34,4.52
1045,2019-12-13,6.63,2.6,2.57,2.48,2.39,2.64,3.19,4.44
1046,2019-12-14,6.63,2.6,2.57,2.48,2.39,2.64,3.19,4.44
1047,2019-12-15,6.63,2.6,2.57,2.48,2.39,2.64,3.19,4.44
1048,2019-12-16,14.38,8.75,2.57,2.48,3.48,2.81,3.33,4.44
1049,2019-12-17,7.64,8.75,4.32,2.48,2.91,2.7,3.27,4.55
1050,2019-12-18,4.83,8.75,3.32,2.87,2.91,2.69,3.29,4.58
1051,2019-12-19,4.83,2.25,2.28,2.33,2.91,2.64,3.3,4.59
1052,2019-12-20,4.83,-1.39,-0.15,1.09,1.72,2.64,3.21,4.61
1053,2019-12-21,4.83,-1.39,-0.15,1.09,1.72,2.64,3.21,4.61
1054,2019-12-22,4.83,-1.39,-0.15,1.09,1.72,2.64,3.21,4.61
1055,2019-12-23,3.15,3.02,-0.15,1.09,2.44,2.63,3.28,4.61
1056,2019-12-24,3.15,3.02,-0.15,1.09,2.44,2.63,3.28,4.61
1057,2019-12-25,3.15,3.02,-0.15,1.09,2.44,2.63,3.28,4.61
1058,2019-12-26,3.15,3.02,4.72,3.52,2.44,2.74,3.35,4.66
1059,2019-12-27,3.15,3.02,4.16,3.25,2.81,2.74,3.31,4.5
1060,2019-12-28,3.15,3.02,4.16,3.25,2.81,2.74,3.31,4.5
1061,2019-12-29,3.15,3.02,4.16,3.25,2.81,2.74,3.31,4.5
1062,2019-12-30,13.57,8.35,4.16,3.25,3.42,2.85,3.45,4.5
1063,2019-12-31,13.57,8.35,4.16,3.25,3.42,2.85,3.45,4.5
1064,2020-01-01,13.57,8.35,4.16,3.25,3.42,2.85,3.45,4.5
1065,2020-01-02,13.57,3.02,2.85,2.65,3.42,2.66,3.31,4.61
1066,2020-01-03,13.57,-1.43,-0.11,1.14,1.75,2.66,3.18,4.55
1067,2020-01-04,13.57,-1.43,-0.11,1.14,1.75,2.66,3.18,4.55
1068,2020-01-05,13.57,-1.43,-0.11,1.14,1.75,2.66,3.18,4.55
1069,2020-01-06,1.91,2.22,-0.11,1.14,2.33,2.56,3.22,4.55
1070,2020-01-07,1.07,2.22,1.95,1.14,2.33,2.5,3.16,4.53
1071,2020-01-08,14.36,2.22,6.44,4.4,2.33,2.81,3.33,4.51
1072,2020-01-09,14.36,-0.24,0.75,1.57,2.33,2.44,3.11,4.46
1073,2020-01-10,14.36,1.66,2.03,2.18,2.26,2.44,3.13,4.36
1074,2020-01-11,14.36,1.66,2.03,2.18,2.26,2.44,3.13,4.36
1075,2020-01-12,14.36,1.66,2.03,2.18,2.26,2.44,3.13,4.36
1076,2020-01-13,-16.41,-6.94,2.03,2.18,0.81,2.22,3.0,4.36
1077,2020-01-14,1.98,-6.94,2.33,2.18,2.38,2.54,3.17,4.42
1078,2020-01-15,-6.27,-6.94,-0.45,0.94,2.38,2.41,3.12,4.47
1079,2020-01-16,-6.27,-2.35,-0.68,0.83,2.38,2.46,3.17,4.54
1080,2020-01-17,-6.27,3.3,3.09,2.73,2.6,2.46,3.23,4.5
1081,2020-01-18,-6.27,3.3,3.09,2.73,2.6,2.46,3.23,4.5
1082,2020-01-19,-6.27,3.3,3.09,2.73,2.6,2.46,3.23,4.5
1083,2020-01-20,0.77,1.6,3.09,2.73,2.31,2.5,3.08,4.5
1084,2020-01-21,-1.29,1.6,1.17,2.73,2.12,2.5,3.09,4.31
1085,2020-01-22,7.54,1.6,1.17,3.17,2.12,2.51,3.07,4.28
1086,2020-01-23,7.54,5.87,4.77,3.5,2.12,2.53,3.08,4.23
1087,2020-01-24,7.54,-0.46,0.51,1.36,1.87,2.53,2.84,4.1
1088,2020-01-25,7.54,-0.46,0.51,1.36,1.87,2.53,2.84,4.1
1089,2020-01-26,7.54,-0.46,0.51,1.36,1.87,2.53,2.84,4.1
1090,2020-01-27,-6.0,-1.82,0.51,1.36,1.64,2.19,2.8,4.1
1091,2020-01-28,8.04,-1.82,4.23,1.36,2.82,2.19,3.0,4.26
1092,2020-01-29,-1.46,-1.82,1.05,1.63,2.82,2.27,2.86,4.2
1093,2020-01-30,-1.46,-6.58,-3.59,-0.65,2.82,2.0,2.68,4.13
1094,2020-01-31,-1.46,-2.15,-0.62,0.86,1.59,2.0,2.73,4.11
1095,2020-02-01,-1.46,-2.15,-0.62,0.86,1.59,2.0,2.73,4.11
1096,2020-02-02,-1.46,-2.15,-0.62,0.86,1.59,2.0,2.73,4.11
1097,2020-02-03,8.02,5.18,-0.62,0.86,2.86,2.39,2.88,4.11
1098,2020-02-04,1.64,5.18,2.06,0.86,2.34,2.33,2.86,4.25
1099,2020-02-05,-2.17,5.18,0.81,1.62,2.34,2.28,2.82,4.15
1100,2020-02-06,-2.17,-2.19,-0.64,0.89,2.34,2.21,2.78,4.17
1101,2020-02-07,-2.17,-7.44,-4.16,-0.86,0.67,2.21,2.66,4.06
1102,2020-02-08,-2.17,-7.44,-4.16,-0.86,0.67,2.21,2.66,4.06
1103,2020-02-09,-2.17,-7.44,-4.16,-0.86,0.67,2.21,2.66,4.06
1104,2020-02-10,-2.66,-7.44,-4.16,-0.86,1.92,2.33,2.84,4.06
1105,2020-02-11,-2.88,-7.44,0.61,-0.86,1.94,2.36,2.9,4.32
1106,2020-02-12,-6.0,-7.44,-0.41,1.05,1.94,2.35,2.91,4.32
1107,2020-02-13,-6.0,1.46,1.85,2.22,1.94,2.5,3.0,4.43
1108,2020-02-14,-6.0,7.17,5.66,4.09,3.23,2.5,3.05,4.35
1109,2020-02-15,-6.0,7.17,5.66,4.09,3.23,2.5,3.05,4.35
1110,2020-02-16,-6.0,7.17,5.66,4.09,3.23,2.5,3.05,4.35
1111,2020-02-17,-1.52,0.52,5.66,4.09,2.09,2.37,2.89,4.35
1112,2020-02-18,-9.57,0.52,-1.57,4.09,1.37,2.12,2.7,4.08
1113,2020-02-19,-3.55,0.52,0.44,1.44,1.37,2.31,2.85,4.19
1114,2020-02-20,-3.55,-0.54,0.44,1.39,1.37,2.22,2.75,4.07
1115,2020-02-21,-3.55,-0.54,2.07,2.18,1.37,2.22,2.73,4.03
1116,2020-02-22,-3.55,-0.54,2.07,2.18,1.37,2.22,2.73,4.03
1117,2020-02-23,-3.55,-0.54,2.07,2.18,1.37,2.22,2.73,4.03
1118,2020-02-24,-3.55,-0.54,2.07,2.18,1.37,2.22,2.73,4.03
1119,2020-02-25,-3.55,-0.54,2.07,2.18,1.37,2.22,2.73,4.03
1120,2020-02-26,-3.55,-0.54,2.07,2.18,1.37,2.22,2.73,4.03
1121,2020-02-27,-3.55,-2.87,-1.19,0.46,1.37,1.91,2.41,3.72
1122,2020-02-28,-3.55,-1.46,-0.28,0.88,1.42,1.91,2.36,3.59
1123,2020-02-29,-3.55,-1.46,-0.28,0.88,1.42,1.91,2.36,3.59
1124,2020-03-01,-3.55,-1.46,-0.28,0.88,1.42,1.91,2.36,3.59
1125,2020-03-02,7.05,-1.46,-0.28,0.88,2.26,1.99,2.38,3.59
1126,2020-03-03,-1.36,-1.46,0.69,0.88,1.39,1.75,2.25,3.45
1127,2020-03-04,-19.75,-1.46,-5.49,-1.98,1.39,1.43,2.1,3.37
1128,2020-03-05,-19.75,-12.88,-7.98,-3.18,1.39,1.3,2.01,3.34
1129,2020-03-06,-19.75,0.5,0.92,1.28,1.44,1.3,2.18,3.37
1130,2020-03-07,-19.75,0.5,0.92,1.28,1.44,1.3,2.18,3.37
1131,2020-03-08,-19.75,0.5,0.92,1.28,1.44,1.3,2.18,3.37
1132,2020-03-09,-21.92,-10.19,0.92,1.28,-0.44,1.26,1.91,3.37
1133,2020-03-10,25.19,-10.19,9.36,1.28,3.5,2.2,2.56,3.64
1134,2020-03-11,25.19,-10.19,-4.6,1.28,3.5,1.46,2.15,3.41
1135,2020-03-12,25.19,-14.74,-9.15,-3.56,3.5,1.34,2.13,3.55
1136,2020-03-13,25.19,7.43,-9.15,3.73,2.84,1.34,2.66,3.85
1137,2020-03-14,25.19,7.43,-9.15,3.73,2.84,1.34,2.66,3.85
1138,2020-03-15,25.19,7.43,-9.15,3.73,2.84,1.34,2.66,3.85
1139,2020-03-16,-64.08,-31.08,-9.15,3.73,-3.49,0.9,1.99,3.85
1140,2020-03-17,-7.7,-31.08,-1.18,3.73,1.34,2.0,2.69,4.06
1141,2020-03-18,-37.15,-31.08,-10.85,-4.11,1.34,1.48,2.47,4.06
1142,2020-03-19,-37.15,3.28,2.91,2.74,1.34,1.83,2.44,3.67
1143,2020-03-20,-37.15,17.32,12.27,7.36,4.32,1.83,2.45,3.48
1144,2020-03-21,-37.15,17.32,12.27,7.36,4.32,1.83,2.45,3.48
1145,2020-03-22,-37.15,17.32,12.27,7.36,4.32,1.83,2.45,3.48
1146,2020-03-23,-23.05,-10.54,12.27,7.36,-0.64,0.91,1.67,3.48
1147,2020-03-24,0.53,-10.54,1.34,7.36,1.25,1.34,1.87,2.98
1148,2020-03-25,20.43,-10.54,7.89,4.6,1.25,1.81,2.24,3.32
1149,2020-03-26,20.43,10.21,7.38,4.36,1.25,1.97,2.48,3.62
1150,2020-03-27,20.43,-6.21,-3.63,-1.22,-0.03,1.97,2.2,3.53
1151,2020-03-28,20.43,-6.21,-3.63,-1.22,-0.03,1.97,2.2,3.53
1152,2020-03-29,20.43,-6.21,-3.63,-1.22,-0.03,1.97,2.2,3.53
1153,2020-03-30,-14.32,-6.47,-3.63,-1.22,-0.05,1.97,2.22,3.53
1154,2020-03-31,-6.45,-6.47,-1.27,-1.22,0.62,1.64,2.39,3.62
1155,2020-04-01,-6.45,-6.47,-2.97,-0.93,0.62,1.53,2.29,3.56
1156,2020-04-02,-6.45,-2.19,-0.96,0.15,0.62,1.69,2.4,3.68
1157,2020-04-03,-6.45,-4.22,-2.28,-0.39,0.8,1.69,2.56,3.84
1158,2020-04-04,-6.45,-4.22,-2.28,-0.39,0.8,1.69,2.56,3.84
1159,2020-04-05,-6.45,-4.22,-2.28,-0.39,0.8,1.69,2.56,3.84
1160,2020-04-06,4.42,2.96,-2.28,-0.39,2.26,2.42,3.02,3.84
1161,2020-04-07,7.54,2.96,3.64,-0.39,2.26,2.67,3.28,4.62
1162,2020-04-08,17.74,2.96,7.12,4.62,2.26,2.82,3.4,4.62
1163,2020-04-09,17.74,15.15,10.72,6.29,2.26,2.77,3.3,4.53
1164,2020-04-10,17.74,15.15,10.72,6.29,2.26,2.77,3.3,4.53
1165,2020-04-11,17.74,15.15,10.72,6.29,2.26,2.77,3.3,4.53
1166,2020-04-12,17.74,15.15,10.72,6.29,2.26,2.77,3.3,4.53
1167,2020-04-13,-20.69,-9.53,10.72,6.29,0.06,1.81,2.74,4.53
1168,2020-04-14,2.22,-9.53,1.8,6.29,1.84,2.11,2.84,4.15
1169,2020-04-15,-11.44,-9.53,-2.84,6.29,1.84,1.78,2.63,3.98
1170,2020-04-16,-11.44,1.12,1.3,1.47,1.84,2.1,2.81,4.05
1171,2020-04-17,-11.44,0.13,0.66,1.16,1.58,2.1,2.76,3.99
1172,2020-04-18,-11.44,0.13,0.66,1.16,1.58,2.1,2.76,3.99
1173,2020-04-19,-11.44,0.13,0.66,1.16,1.58,2.1,2.76,3.99
1174,2020-04-20,-10.67,-4.56,0.66,1.16,0.83,2.08,2.83,3.99
1175,2020-04-21,-10.67,-4.56,0.66,1.16,0.83,2.08,2.83,3.99
1176,2020-04-22,-23.89,-4.56,-6.99,-2.64,0.83,1.9,2.75,4.16
1177,2020-04-23,-23.89,-10.19,-6.26,-2.26,0.83,1.99,2.75,4.18
1178,2020-04-24,-23.89,-23.9,-15.38,-6.85,-2.23,1.99,2.75,3.74
1179,2020-04-25,-23.89,-23.9,-15.38,-6.85,-2.23,1.99,2.75,3.74
1180,2020-04-26,-23.89,-23.9,-15.38,-6.85,-2.23,1.99,2.75,3.74
