,30,60,90,180,360,data
411,-0.006163328197,-0.006191950464,0,0,-0.003039513678,2018-03-19
412,-0.001550387597,0,0,-0.006211180124,0.001524390244,2018-03-20
413,-0.003105590062,0,-0.003115264798,0,0,2018-03-21
414,0,-0.009345794393,-0.025,-0.0125,0,2018-03-22
415,0,0,0,-0.001582278481,-0.03500761035,2018-03-23
416,0,0,0,0,0,2018-03-24
417,0,0,0,0,0,2018-03-25
418,-0.003115264798,-0.001572327044,0,0,-0.006309148265,2018-03-26
419,-0.0015625,0,0,0,0.003174603175,2018-03-27
420,0,0,0,-0.001584786054,0,2018-03-28
421,0,0,-0.003205128205,0,0,2018-03-29
422,0,0,0,0,0,2018-03-30
423,0,0,0,0,0,2018-03-31
424,0,0,0,0,0,2018-04-01
425,0,0.00157480315,0,0,-0.003164556962,2018-04-02
426,0,0,0,0,0.003174603175,2018-04-03
427,0,0,0.001607717042,-0.001587301587,0,2018-04-04
428,0,-0.001572327044,0,0,0,2018-04-05
429,0,-0.00157480315,0,0,0.004746835443,2018-04-06
430,0,0,0,0,0,2018-04-07
431,0,0,0,0,0,2018-04-08
432,-0.007824726135,-0.006309148265,0,0,0.004724409449,2018-04-09
433,0.004731861199,0,0,0,0,2018-04-10
434,-0.001569858713,0,0,-0.003179650238,0,2018-04-11
435,0,0.001587301587,-0.001605136437,0,0,2018-04-12
436,0,0,-0.001607717042,0,-0.009404388715,2018-04-13
437,0,0,0,0,0,2018-04-14
438,0,0,0,0,0,2018-04-15
439,-0.001572327044,-0.001584786054,0,0,0.001582278481,2018-04-16
440,-0.00157480315,0,0,-0.003189792663,0.001579778831,2018-04-17
441,0,0,-0.001610305958,-0.0016,0,2018-04-18
442,0,-0.003174603175,0,0,0,2018-04-19
443,0,-0.001592356688,-0.001612903226,0,0,2018-04-20
444,0,0,0,0,0,2018-04-21
445,0,0,0,0,0,2018-04-22
446,-0.003154574132,-0.001594896332,0,0,0.003154574132,2018-04-23
447,0,0,0,-0.003205128205,0,2018-04-24
448,0,0,0.004846526656,0.003215434084,0,2018-04-25
449,0,0.001597444089,-0.001607717042,0,0,2018-04-26
450,0,-0.003189792663,-0.001610305958,-0.003205128205,-0.003144654088,2018-04-27
451,0,0,0,0,0,2018-04-28
452,0,0,0,0,0,2018-04-29
453,-0.001582278481,-0.0016,0,0,0.006309148265,2018-04-30
454,0,0,0,0,0,2018-05-01
455,-0.001584786054,0,0.004838709677,0.001607717042,0,2018-05-02
456,0,0.001602564103,0.001605136437,0,0,2018-05-03
457,0,-0.0016,-0.001602564103,0,0.01253918495,2018-05-04
458,0,0,0,0,0,2018-05-05
459,0,0,0,0,0,2018-05-06
460,-0.004761904762,0,0,0,0.004643962848,2018-05-07
461,0.003189792663,0,0,0.00481540931,0.01386748844,2018-05-08
462,-0.004769475358,0,0.001605136437,-0.004792332268,0,2018-05-09
463,0,-0.004807692308,-0.004807692308,-0.00481540931,0,2018-05-10
464,0,0,0.004830917874,0.001612903226,-0.003039513678,2018-05-11
465,0,0,0,0,0,2018-05-12
466,0,0,0,0,0,2018-05-13
467,-0.001597444089,0.004830917874,0,0,0.01524390244,2018-05-14
468,0,0,0,0.004830917874,-0.003003003003,2018-05-15
469,-0.0032,0,0.003205128205,-0.003205128205,0,2018-05-16
470,0,0.02884615385,0.03993610224,0.03215434084,0,2018-05-17
471,0,0.003115264798,0.01075268817,0.007788161994,0.05873493976,2018-05-18
